ngram,freq,High,Low,Medium,None,max.value,max.prop
적/XSN;욕망/NNG;이/JKS,1,0,1,0,0,Low,1
적/XSN;으로/JKB;강화/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;권/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;그리고/MAJ,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;돕/VV,1,1,0,0,0,High,1
적/XSN;으로/JKB;뛰/VV,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;멀/VA,1,0,1,0,0,Low,1
적/XSN;으로/JKB;보/VV,1,0,1,0,0,Low,1
적/XSN;으로/JKB;부족/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;신속히/MAG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;실현/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;연기/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;유명/XR,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;자리/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;증명/NNG,1,0,1,0,0,Low,1
적/XSN;으로/JKB;진단/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;해결/NNG,1,0,0,1,0,Medium,1
적/XSN;으로/JKB;행동/NNG,1,1,0,0,0,High,1
적/XSN;으로/JKB;확산/NNG,1,0,0,1,0,Medium,1
적/XSN;의지/NNG;와/JC,1,0,1,0,0,Low,1
적/XSN;이/VCP;고/EC,1,0,0,1,0,Medium,1
적/XSN;이/VCP;ㄴ/ETM,16,0.25,0.125,0.625,0,Medium,0.625
적/XSN;이/VCP;면서/EC,1,1,0,0,0,High,1
적/XSN;이/VCP;어야/EC,1,0,0,1,0,Medium,1
적/XSN;인식/NNG;의/JKG,1,0,0,1,0,Medium,1
적/XSN;재산/NNG;권/XSN,2,0,0,1,0,Medium,1
적/XSN;지지/NNG;를/JKO,1,1,0,0,0,High,1
적/XSN;질병/NNG;을/JKO,1,0,0,1,0,Medium,1
적/XSN;책임/NNG;까지/JX,1,1,0,0,0,High,1
적/XSN;타협/NNG;자세/NNG,1,0,0,1,0,Medium,1
적/XSN;테러/NNG;사건/NNG,1,1,0,0,0,High,1
적/XSN;틀/NNG;로/JKB,1,0,0,1,0,Medium,1
적/XSN;평론가/NNG;의/JKG,1,0,1,0,0,Low,1
적/XSN;히스테리/NNG;시대/NNG,1,0,0,1,0,Medium,1
적극/NNG;검토/NNG;하/XSV,1,0,1,0,0,Low,1
적극/NNG;적/XSN;으로/JKB,1,0,0,1,0,Medium,1
적극/NNG;적/XSN;이/VCP,1,0,0,1,0,Medium,1
적극/NNG;추천/NNG;하/XSV,1,1,0,0,0,High,1
적도/NNG;보다/JKB;뜨겁/VA,1,0,0,1,0,Medium,1
적반하장/NNG;의/JKG;망동/NNG,1,1,0,0,0,High,1
적어도/MAG;내/NP;가/JKS,1,0,0,1,0,Medium,1
적어도/MAG;아직/MAG;까지/JX,1,0,0,0,1,None,1
적응력/NNG;이/JKS;빠르/VA,1,0,0,1,0,Medium,1
적응력/NNG;이/JKS;약하/VA,1,0,0,1,0,Medium,1
적합/NNG;성/XSN;을/JKO,1,1,0,0,0,High,1
전/NNG;에/JKB;하/VV,1,0,1,0,0,Low,1
전국/NNG;적/XSN;으로/JKB,2,0,0,1,0,Medium,1
전문/NNG;자원/NNG;봉사자/NNG,1,1,0,0,0,High,1
전문/NNG;적/XSN;으로/JKB,1,1,0,0,0,High,1
전문/NNG;화/XSN;되/XSV,1,0,0,1,0,Medium,1
전문가/NNG;집단/NNG;이/VCP,1,0,0,1,0,Medium,1
전반/NNG;적/XSN;이/VCP,1,0,0,1,0,Medium,1
전시/NNG;하/XSV;아/EC,1,0,0,1,0,Medium,1
전시장/NNG;으로/JKB;변하/VV,1,0,0,1,0,Medium,1
전제/NNG;조건/NNG;이/VCP,1,0,0,1,0,Medium,1
전조/NNG;가/JKC;되/VV,1,0,0,1,0,Medium,1
전철/NNG;을/JKO;밟/VV,1,0,0,1,0,Medium,1
전통/NNG;문화/NNG;의/JKG,1,0,1,0,0,Low,1
전투/NNG;적/XSN;평론가/NNG,1,0,1,0,0,Low,1
전하/VV;ㄴ다고/EC;생각/NNG,1,0,0,1,0,Medium,1
전혀/MAG;거리낌/NNG;없이/MAG,1,0,0,1,0,Medium,1
전혀/MAG;다르*/VA;ㄴ/ETM,1,0,0,1,0,Medium,1
전혀/MAG;다른/MM;모습/NNG,1,0,0,1,0,Medium,1
전혀/MAG;뒷받침/NNG;되/XSV,1,1,0,0,0,High,1
전혀/MAG;아랑곳/NNG;하/XSV,1,0,0,1,0,Medium,1
전형/NNG;적/XSN;이/VCP,1,0,1,0,0,Low,1
전화/NNG;를/JKO;걸/VV,1,0,0,1,0,Medium,1
전화/NNG;번호/NNG;에/JKB,1,0,0,1,0,Medium,1
절대/MAG;나아가/VV;지/EC,1,1,0,0,0,High,1
절대/MAG;없/VA;어/EF,1,1,0,0,0,High,1
절대/NNG;적/XSN;으로/JKB,1,0,0,1,0,Medium,1
절대/NNG;정숙/NNG;의/JKG,1,1,0,0,0,High,1
절대로/MAG;다른/MM;건물/NNG,1,1,0,0,0,High,1
절대주의/NNG;에서/JKB;벗어나/VV,1,0,0,1,0,Medium,1
절레절레/MAG;흔들/VV;는/ETM,1,0,0,1,0,Medium,1
절로/MAG;신/NNG;이/JKS,1,0,0,1,0,Medium,1
절망감/NNG;에/JKB;휩싸이/VV,1,1,0,0,0,High,1
절실히/MAG;요청/NNG;되/XSV,1,1,0,0,0,High,1
젊/VA;게/EC;살/VV,1,1,0,0,0,High,1
젊/VA;은/ETM;날/NNG,1,0,0,1,0,Medium,1
젊/VA;은/ETM;시절/NNG,1,0,0,1,0,Medium,1
젊음/NNG;의/JKG;열정/NNG,1,0,0,1,0,Medium,1
점/NNG;들/XSN;이/JKS,1,0,0,1,0,Medium,1
점/NNG;을/JKO;잊/VV,1,0,0,1,0,Medium,1
점수/NNG;를/JKO;매기/VV,1,0,0,1,0,Medium,1
점점/MAG;고립/NNG;되/XSV,1,0,0,1,0,Medium,1
점점/MAG;깊/VA;어/EC,1,0,0,1,0,Medium,1
점진/NNG;적/XSN;이/VCP,1,0,0,1,0,Medium,1
접근/NNG;하/XSV;ㄹ/ETM,1,0,0,1,0,Medium,1
정/NNG;을/JKO;막/VV,1,0,0,1,0,Medium,1
정겹/VA;고/EC;익숙/XR,1,0,0,1,0,Medium,1
정기/NNG;를/JKO;듬뿍/MAG,1,1,0,0,0,High,1
정도/NNG;노래/NNG;연습/NNG,1,0,0,1,0,Medium,1
정도/NNG;늦/VA;게/EC,1,0,0,1,0,Medium,1
정도/NNG;떨어지/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
정도/NNG;싸/VA;ㄴ/ETM,1,0,0,1,0,Medium,1
정도/NNG;이/VCP;ㄴ/ETM,1,0,0,0,1,None,1
정도/NNG;확보/NNG;하/XSV,1,0,1,0,0,Low,1
정도/NNG;확신/NNG;하/XSV,1,0,1,0,0,Low,1
정들/VV;ㄴ/ETM;것/NNB,1,0,0,1,0,Medium,1
정리/NNG;하/XSV;고/EC,1,0,0,1,0,Medium,1
정말/MAG;감사/NNG;하/XSV,1,1,0,0,0,High,1
정말/MAG;꿈/NNG;만/JX,1,1,0,0,0,High,1
정보/NNG;화/XSN;마인드/NNG,1,0,0,1,0,Medium,1
정부/NNG;가/JKS;삼위일체/NNG,1,0,0,1,0,Medium,1
정서/NNG;를/JKO;살리/VV,1,0,0,1,0,Medium,1
정성껏/MAG;봉양/NNG;하/XSV,1,1,0,0,0,High,1
정숙/NNG;의/JKG;세계/NNG,1,1,0,0,0,High,1
정신/NNG;에/JKB;도/JX,1,0,0,1,0,Medium,1
정신/NNG;을/JKO;통제/NNG,1,0,1,0,0,Low,1
정신/NNG;의/JKG;풍성/XR,1,0,0,1,0,Medium,1
정신/NNG;이/JKS;팔리/VV,1,1,0,0,0,High,1
정신/NNG;적/XSN;고갈/NNG,1,0,0,1,0,Medium,1
정신/NNG;적/XSN;성취/NNG,1,0,0,1,0,Medium,1
정신병/NNG;으로/JKB;진단/NNG,1,0,0,1,0,Medium,1
정지선/NNG;을/JKO;표시/NNG,1,0,0,1,0,Medium,1
정착/NNG;시키/XSV;기/ETN,1,0,0,1,0,Medium,1
정책/NNG;의/JKG;비전/NNG,1,1,0,0,0,High,1
정책/NNG;이/JKS;시작/NNG,1,0,0,1,0,Medium,1
정책/NNG;적/XSN;관심/NNG,1,0,0,1,0,Medium,1
정체/NNG;상태/NNG;에/JKB,1,1,0,0,0,High,1
정취/NNG;가/JKS;살아나/VV,1,0,0,1,0,Medium,1
정치/NNG;적/XSN;테러/NNG,1,1,0,0,0,High,1
정화/NNG;만/JX;을/JKO,1,0,0,1,0,Medium,1
정확히/MAG;명시/NNG;하/XSV,1,0,0,1,0,Medium,1
젖/NNG;도/JX;안/MAG,1,0,0,1,0,Medium,1
젖/NNG;에/JKB;발리/VV,1,0,1,0,0,Low,1
젖/NNG;을/JKO;흘려주/VV,1,0,1,0,0,Low,1
제기/NNG;하/XSV;ㄴ/ETM,1,0,0,1,0,Medium,1
제대로/MAG;받/VV;을/ETM,1,0,0,1,0,Medium,1
제대로/MAG;배우/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
제대로/MAG;보/VV;아/EC,1,0,0,1,0,Medium,1
제대로/MAG;이해/NNG;하/XSV,1,0,0,1,0,Medium,1
제대로/MAG;정착/NNG;되/XSV,1,0,0,1,0,Medium,1
제수/NNG;용품/NNG;싸/VA,1,0,0,1,0,Medium,1
제아무리/MAG;높/VA;은/ETM,1,0,0,1,0,Medium,1
제왕/NNG;처럼/JKB;자기/NP,1,0,0,1,0,Medium,1
제자리/NNG;를/JKO;맴돌/VV,1,0,0,1,0,Medium,1
제재/NNG;를/JKO;풀/VV,1,0,0,1,0,Medium,1
제치/VV;어/EC;버리/VX,1,0,0,1,0,Medium,1
제품/NNG;의/JKG;가치/NNG,1,0,1,0,0,Low,1
제품/NNG;이/JKS;나오/VV,1,0,0,1,0,Medium,1
제한/NNG;이/JKS;없/VA,1,0,0,1,0,Medium,1
조각가/NNG;들/XSN;의/JKG,1,0,1,0,0,Low,1
조건/NNG;적/XSN;이/VCP,1,1,0,0,0,High,1
조금/MAG;과장/NNG;되/XSV,1,0,1,0,0,Low,1
조금/MAG;더/MAG;비싸/VA,1,0,0,1,0,Medium,1
조금/NNG;도/JX;떨어지/VV,1,1,0,0,0,High,1
조금/NNG;도/JX;무겁/VA,1,1,0,0,0,High,1
조금/NNG;만/JX;참/VV,1,0,0,1,0,Medium,1
조금/NNG;이/VCP;라도/EC,1,0,0,0,1,None,1
조리기/NNG;보다/JKB;간편/XR,1,0,0,1,0,Medium,1
조명/NNG;과/JC;카메라/NNG,1,0,0,1,0,Medium,1
조속/XR;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
조언/NNG;을/JKO;내놓/VV,1,0,0,1,0,Medium,1
조언/NNG;을/JKO;하/VV,1,0,0,1,0,Medium,1
조직/NNG;적/XSN;비리/NNG,1,1,0,0,0,High,1
조차/JX;느끼/VV;지/EC,1,1,0,0,0,High,1
조차/JX;하/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
조화/NNG;롭/XSA;게/EC,1,0,0,1,0,Medium,1
존재/NNG;이유/NNG;이/VCP,1,0,0,1,0,Medium,1
존재/NNG;하/XSV;ㄴ다는/ETM,1,0,0,1,0,Medium,1
좀/MAG;내놓/VV;으라고/EC,1,0,0,1,0,Medium,1
좀/MAG;더/MAG;가까이/MAG,1,0,0,1,0,Medium,1
좀/MAG;더/MAG;많/VA,1,0,0,1,0,Medium,1
좀/MAG;더/MAG;상세/XR,1,0,0,1,0,Medium,1
좀/MAG;들/VV;지만/EC,1,0,0,1,0,Medium,1
좁/VA;은/ETM;문/NNG,1,0,1,0,0,Low,1
종교인/NNG;이/JKC;아니/VCN,1,0,0,1,0,Medium,1
종류/NNG;가/JKS;많/VA,1,0,0,1,0,Medium,1
종합/NNG;적/XSN;으로/JKB,1,0,0,1,0,Medium,1
좋/VA;아/EC;지/VX,3,0.666666667,0,0.333333333,0,High,0.666666667
좋/VA;아/EC;하/VX,2,0,0,1,0,Medium,1
좋/VA;아서/EC;하/VX,2,0,0,1,0,Medium,1
좋/VA;았/EP;어요/EF,1,0,0,1,0,Medium,1
좋/VA;은/ETM;물건/NNG,1,0,1,0,0,Low,1
좋/VA;은/ETM;자연/NNG,1,0,0,1,0,Medium,1
좋/VA;은/ETM;책/NNG,1,0,0,1,0,Medium,1
좋아하/VV;는/ETM;책/NNG,1,0,0,1,0,Medium,1
좌수/NNG;로/JKB;글씨/NNG,1,0,0,1,0,Medium,1
죄/NNG;씌우/VV;었/EP,1,0,0,1,0,Medium,1
죄의식/NNG;의/JKG;문제/NNG,1,0,0,1,0,Medium,1
주/VV;고/EC;또는/MAG,1,0,0,1,0,Medium,1
주/VV;는/ETM;것/NNB,1,0,0,1,0,Medium,1
주/VV;는/ETM;부모/NNG,1,0,0,1,0,Medium,1
주/VV;지/EC;않/VX,1,0,0,1,0,Medium,1
주/VX;고/EC;용서/NNG,1,0,0,1,0,Medium,1
주/VX;ㄴ/ETM;사람/NNG,1,0,0,1,0,Medium,1
주/VX;ㄴ/ETM;적/NNB,1,0,0,1,0,Medium,1
주/VX;는/ETM;버팀목/NNG,1,0,0,1,0,Medium,1
주/VX;ㄹ/ETM;수/NNB,2,0,0,1,0,Medium,1
주/VX;며/EC;반짝이/VV,1,0,0,1,0,Medium,1
주/VX;어서/EC;는/JX,1,0,0,1,0,Medium,1
주/VX;지/EC;않/VX,1,0,0,1,0,Medium,1
주간/NNG;순수익/NNG;은/JX,1,0,0,1,0,Medium,1
주검/NNG;들/XSN;을/JKO,1,0,1,0,0,Low,1
주례/NNG;를/JKO;서/VV,1,0,0,1,0,Medium,1
주로/MAG;호소/NNG;하/XSV,1,0,1,0,0,Low,1
주류/NNG;이/VCP;라고/EC,1,0,0,1,0,Medium,1
주변/NNG;사람/NNG;들/XSN,1,0,1,0,0,Low,1
주어지/VV;ㄴ/ETM;개념/NNG,1,0,0,1,0,Medium,1
주위/NNG;사람/NNG;들/XSN,1,0,0,1,0,Medium,1
주일/NNB;이나/JX;지나/VV,1,0,0,1,0,Medium,1
주장/NNG;도/JX;덧붙이/VV,1,0,0,1,0,Medium,1
주장/NNG;만/JX;을/JKO,1,0,0,1,0,Medium,1
주장/NNG;이/JKS;제시/NNG,1,0,0,1,0,Medium,1
주장/NNG;하/XSV;아/EC,1,0,0,1,0,Medium,1
주저/NNG;하/XSV;지/EC,1,0,0,1,0,Medium,1
주전자/NNG;들/XSN;이/JKS,1,0,0,1,0,Medium,1
주체/NNG;농법/NNG;을/JKO,1,0,0,1,0,Medium,1
주체/NNG;성/XSN;을/JKO,1,0,0,1,0,Medium,1
주체/NNG;적/XSN;으로/JKB,1,0,0,1,0,Medium,1
죽/VV;게/EC;만들/VV,1,0,0,1,0,Medium,1
죽/VV;어/EC;있/VX,1,0,0,1,0,Medium,1
죽/VV;은/ETM;셰익스피어/NNP,1,0,0,1,0,Medium,1
죽음/NNG;과/JKB;같/VA,1,0,0,1,0,Medium,1
준비/NNG;없/VA;음/ETN,1,0,0,1,0,Medium,1
준비/NNG;중/NNB;이/VCP,1,0,0,1,0,Medium,1
줄/NNG;이/JKS;끊/VV,1,0,0,1,0,Medium,1
줄/VV;어/EC;들/VV,1,0,0,1,0,Medium,1
줄곧/MAG;아름답/VA;다는/ETM,1,0,0,1,0,Medium,1
줄이/VV;ㄹ/ETM;수/NNB,1,0,1,0,0,Low,1
중/NNB;소일/NNG;을/JKO,1,0,1,0,0,Low,1
중고/NNG;등산/NNG;용품/NNG,1,0,0,1,0,Medium,1
중국/NNG;기업/NNG;들/XSN,1,0,0,1,0,Medium,1
중국/NNP;과/JKB;전통/NNG,1,0,1,0,0,Low,1
중국/NNP;에/JKB;개혁/NNG,1,0,0,1,0,Medium,1
중대/NNG;하/XSA;ㄴ/ETM,1,1,0,0,0,High,1
중심/NNG;에서/JKB;벗어나/VV,1,0,0,1,0,Medium,1
중앙/NNG;집중/NNG;화/XSN,1,0,0,1,0,Medium,1
중얼거리/VV;ㅁ/ETN;에/JKB,1,0,0,1,0,Medium,1
중요*/NNG;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
중요/XR;하/XSA;ㄴ/ETM,2,0,0,1,0,Medium,1
중요/XR;하/XSA;ㅁ/ETN,1,0,0,1,0,Medium,1
중점/NNG;적/XSN;으로/JKB,1,0,0,1,0,Medium,1
중주단/NNG;을/JKO;만들/VV,2,0,0,1,0,Medium,1
중화/NNP;민족/NNG;의/JKG,1,0,0,1,0,Medium,1
쥐/VV;ㄹ/ETM;수/NNB,1,0,0,1,0,Medium,1
즉각/MAG;중단/NNG;하/XSV,1,1,0,0,0,High,1
즐거움/NNG;을/JKO;자극/NNG,1,0,0,1,0,Medium,1
즐겁/VA;게/EC;만들/VV,1,0,0,1,0,Medium,1
즐겁/VA;ㄴ/ETM;잔치/NNG,1,0,0,1,0,Medium,1
즐기/VV;ㄹ/ETM;수/NNB,1,1,0,0,0,High,1
즐기/VV;어/EC;하/VX,1,0,0,1,0,Medium,1
증명/NNG;하/XSV;아/EC,1,0,1,0,0,Low,1
지/EC;ㄴ/JX;않/VX,2,0,0,1,0,Medium,1
지/EC;는/JX;못하/VX,1,0,1,0,0,Low,1
지/EC;는/JX;않/VX,3,0,0.333333333,0.666666667,0,Medium,0.666666667
지/EC;도/JX;못하/VX,1,0,0,1,0,Medium,1
지/EC;말/VX;아야/EC,1,0,0,1,0,Medium,1
지/EC;못하/VX;겠/EP,1,0,0,1,0,Medium,1
지/EC;못하/VX;고/EC,2,0.5,0,0.5,0,High,0.5
지/EC;못하/VX;ㄴ/ETM,2,0,0,1,0,Medium,1
지/EC;못하/VX;다고/EC,1,0,0,1,0,Medium,1
지/EC;못하/VX;다는/ETM,1,0,0,1,0,Medium,1
지/EC;못하/VX;도록/EC,1,0,0,1,0,Medium,1
지/EC;못하/VX;ㄹ/ETM,1,1,0,0,0,High,1
지/EC;못하/VX;았/EP,2,0.5,0.5,0,0,High,0.5
지/EC;않/VX;겠/EP,2,0,0.5,0.5,0,Low,0.5
지/EC;않/VX;고/EC,4,0.25,0,0.5,0.25,Medium,0.5
지/EC;않/VX;기/ETN,1,0,0,1,0,Medium,1
지/EC;않/VX;는/ETM,3,0,0,1,0,Medium,1
지/EC;않/VX;는다/EF,1,0,1,0,0,Low,1
지/EC;않/VX;습니다/EF,1,1,0,0,0,High,1
지/EC;않/VX;아/EC,1,1,0,0,0,High,1
지/EC;않/VX;아요/EF,1,0,0,1,0,Medium,1
지/EC;않/VX;았/EP,1,0,0,0,1,None,1
지/EC;않/VX;으면/EC,5,0.2,0,0.6,0.2,Medium,0.6
지/EC;않/VX;은/ETM,4,0.25,0,0.75,0,Medium,0.75
지/EC;않/VX;을/ETM,4,0.5,0,0.5,0,High,0.5
지/EC;않/VX;을까요/EF,1,0,0,0,1,None,1
지/NNG;적/XSN;도둑/NNG,1,0,0,1,0,Medium,1
지/NNG;적/XSN;이/VCP,1,0,0,1,0,Medium,1
지/NNG;적/XSN;재산/NNG,2,0,0,1,0,Medium,1
지/NP;새끼/NNG;젖/NNG,1,0,0,1,0,Medium,1
지/VX;고/EC;싶/VX,1,0,0,0,1,None,1
지/VX;ㄴ/ETM;것/NNB,1,0,0,1,0,Medium,1
지/VX;ㄴ/ETM;일/NNG,1,0,1,0,0,Low,1
지/VX;ㄴ/ETM;작가/NNG,1,0,0,1,0,Medium,1
지/VX;ㄴ/ETM;평론가/NNG,1,0,0,1,0,Medium,1
지/VX;ㄹ/ETM;수/NNB,1,1,0,0,0,High,1
지/VX;면/EC;어둠/NNG,1,0,0,1,0,Medium,1
지/VX;었/EP;다/EF,1,0,0,1,0,Medium,1
지/VX;지/EC;못하/VX,1,0,0,1,0,Medium,1
지갑/NNG;을/JKO;털/VV,2,0.5,0,0.5,0,High,0.5
지구/NNG;를/JKO;세/NNB,1,0,0,1,0,Medium,1
지극히/MAG;근시안/NNG;적/XSN,1,0,0,1,0,Medium,1
지금/MAG;세계/NNG;는/JX,1,0,0,1,0,Medium,1
지금/MAG;이용/NNG;가치/NNG,1,0,0,1,0,Medium,1
지나/VV;ㄴ/ETM;해/NNG,1,0,1,0,0,Low,1
지나/VV;았/EP;습니다/EF,1,0,0,1,0,Medium,1
지나/VV;지/EC;않/VX,2,0,0.5,0,0.5,Low,0.5
지나치/VA;게/EC;갇히/VV,1,0,0,1,0,Medium,1
지나치/VA;게/EC;무섭/VA,1,0,0,1,0,Medium,1
지나치/VA;게/EC;의식/NNG,1,0,0,1,0,Medium,1
지나치/VA;게/EC;이기/NNG,1,1,0,0,0,High,1
지난/XR;하/XSA;ㄴ가/EF,1,1,0,0,0,High,1
지난번/NNG;보다/JKB;마음/NNG,1,0,0,1,0,Medium,1
지내/VV;는/ETM;철이/NNP,1,0,0,1,0,Medium,1
지니/VV;게/EC;되/VV,1,0,0,1,0,Medium,1
지만/EC;순례자/NNG;가/JKC,1,0,1,0,0,Low,1
지만/EC;아무/NP;도/JX,1,0,0,1,0,Medium,1
지만/EC;연극/NNG;이/JKS,1,0,0,1,0,Medium,1
지만/EC;이/MM;상쾌/XR,1,0,0,1,0,Medium,1
지만/EC;장주/NNG;이/VCP,1,0,0,1,0,Medium,1
지만/EC;지나/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
지방/NNG;산/XSN;포도주/NNG,1,0,1,0,0,Low,1
지방/NNG;을/JKO;효율/NNG,1,0,0,1,0,Medium,1
지배/NNG;를/JKO;더욱/MAG,1,0,0,1,0,Medium,1
지속/NNG;되/XSV;고/EC,1,0,0,1,0,Medium,1
지속/NNG;적/XSN;으로/JKB,1,0,0,1,0,Medium,1
지식/NNG;과/JC;경험/NNG,1,0,0,1,0,Medium,1
지식/NNG;이/JKS;모자라/VV,1,0,0,1,0,Medium,1
지역/NNG;으로/JKB;관광객/NNG,1,0,1,0,0,Low,1
지역/NNG;호텔/NNG;들/XSN,1,0,1,0,0,Low,1
지우/VV;ㄹ/ETM;수/NNB,1,1,0,0,0,High,1
지원/NNG;을/JKO;종용/NNG,1,0,0,1,0,Medium,1
지원/NNG;하/XSV;고/EC,1,0,0,1,0,Medium,1
지원자/NNG;늘/VV;었/EP,1,0,1,0,0,Low,1
지위/NNG;를/JKO;고양/NNG,1,1,0,0,0,High,1
지적/NNG;이/JKS;나오/VV,1,0,0,1,0,Medium,1
지적/NNG;하/XSV;지/EC,1,1,0,0,0,High,1
지점/NNG;에/JKB;있/VV,1,0,1,0,0,Low,1
지지/NNG;를/JKO;받/VV,1,1,0,0,0,High,1
지지/NNG;서명/NNG;에/JKB,1,0,0,1,0,Medium,1
지키/VV;ㄹ/ETM;수/NNB,1,0,0,1,0,Medium,1
지키/VV;어/EC;주/VX,1,0,0,1,0,Medium,1
지하철/NNG;미군/NNG;성희롱/NNG,1,1,0,0,0,High,1
지향/NNG;점/NNG;들/XSN,1,0,0,1,0,Medium,1
지휘자/NNG;상/NNG;을/JKO,1,1,0,0,0,High,1
직무/NNG;유기/NNG;를/JKO,1,0,0,1,0,Medium,1
직접/MAG;보/VV;기/ETN,1,0,0,1,0,Medium,1
직접/MAG;체험/NNG;하/XSV,1,0,0,1,0,Medium,1
직접/NNG;적/XSN;이/VCP,1,0,0,1,0,Medium,1
진귀/XR;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
진단/NNG;받/VV;을/ETM,1,0,0,1,0,Medium,1
진단/NNG;을/JKO;하/VV,1,0,0,1,0,Medium,1
진면목/NNG;을/JKO;보이/VV,1,0,0,1,0,Medium,1
진보/NNG;에/JKB;도움/NNG,1,0,0,1,0,Medium,1
진수/NNG;를/JKO;맛보/VV,1,1,0,0,0,High,1
진실/NNG;의/JKG;반대편/NNG,1,0,0,1,0,Medium,1
진실/NNG;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
진심/NNG;을/JKO;갖/VV,1,0,0,1,0,Medium,1
진정/MAG;나/NP;ㄴ/JX,1,0,0,1,0,Medium,1
진정/NNG;을/JKO;하/VV,1,1,0,0,0,High,1
진지/XR;하/XSA;게/EC,1,0,0,1,0,Medium,1
진출/NNG;본격/NNG;추진/NNG,1,0,0,1,0,Medium,1
진통/NNG;을/JKO;겪/VV,1,0,0,1,0,Medium,1
질/NNG;을/JKO;높이/VV,1,0,0,1,0,Medium,1
질/XSN;과/JC;생물/NNG,1,0,0,1,0,Medium,1
질/XSN;은/JX;사라지/VV,1,0,0,1,0,Medium,1
질병/NNG;을/JKO;치유/NNG,1,0,0,1,0,Medium,1
질책/NNG;을/JKO;듣/VV,1,0,0,1,0,Medium,1
질환/NNG;과/JKB;관계/NNG,1,0,0,1,0,Medium,1
질환/NNG;을/JKO;앓/VV,1,0,0,1,0,Medium,1
질환/NNG;의/JKG;가능/NNG,1,0,0,1,0,Medium,1
집/NNG;도/JX;갖/VV,1,0,1,0,0,Low,1
집/NNG;말/NNG;이/VCP,1,0,0,1,0,Medium,1
집/NNG;은/JX;궁전/NNG,1,0,0,1,0,Medium,1
집/NNG;의/JKG;아이/NNG,1,0,0,1,0,Medium,1
집/NNG;이/JKC;아니/VCN,1,0,0,1,0,Medium,1
집/NNG;이/VCP;다/EF,1,0,0,1,0,Medium,1
집/VV;어/EC;내/VX,1,0,0,1,0,Medium,1
집단/NNG;대응/NNG;하/XSV,1,0,0,1,0,Medium,1
집단/NNG;이/VCP;면서/EC,1,0,0,1,0,Medium,1
집단/NNG;적/XSN;으로/JKB,1,1,0,0,0,High,1
집단/NNG;적/XSN;히스테리/NNG,1,0,0,1,0,Medium,1
집주인/NNG;과/JC;그/MM,1,0,1,0,0,Low,1
집중/NNG;이/JKS;안/MAG,1,0,0,1,0,Medium,1
집중/NNG;화/XSN;경향/NNG,1,0,0,1,0,Medium,1
집착/NNG;하/XSV;지/EC,1,0,0,1,0,Medium,1
짙/VA;은/ETM;안개/NNG,1,0,0,1,0,Medium,1
짜리/XSN;악기/NNG;를/JKO,1,0,0,1,0,Medium,1
짝/NNG;이/JKS;없/VA,1,1,0,0,0,High,1
짧/VA;게/EC;깎/VV,1,0,1,0,0,Low,1
짧/VA;으면/EC;나오/VV,1,0,1,0,0,Low,1
째/XSN;흥행/NNG;선두/NNG,1,0,0,1,0,Medium,1
쪽/NNB;으로/JKB;가/VV,1,0,0,1,0,Medium,1
쪽/NNG;만/JX;활성/NNG,1,0,0,1,0,Medium,1
차/VV;기/ETN;쉽/VA,1,0,0,1,0,Medium,1
차갑/VA;어/EC;보이/VV,1,0,1,0,0,Low,1
차단/NNG;되/XSV;고/EC,1,1,0,0,0,High,1
차이/NNG;가/JKS;나/VV,1,0,0,1,0,Medium,1
착각/NNG;하/XSV;게/EC,1,0,1,0,0,Low,1
착실/XR;하/XSA;ㄴ/ETM,1,1,0,0,0,High,1
착잡/XR;하/XSA;ㄴ/ETM,1,0,0,1,0,Medium,1
착하/VA;게/EC;살/VV,1,0,0,1,0,Medium,1
찬성/NNG;은/JX;하/VV,1,0,0,1,0,Medium,1
찬찬히/MAG;뜯어보/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
참*/VV;고*/EC;견디/VV,1,1,0,0,0,High,1
참/NNG;되/XSA;게/EC,1,0,0,1,0,Medium,1
참/NNG;마다/JX;돌아앉/VV,1,0,0,1,0,Medium,1
참/VV;고/EC;견디/VV,1,0,0,1,0,Medium,1
참가/NNG;인원/NNG;이/JKS,1,0,0,1,0,Medium,1
참여/NNG;는/JX;이전/NNG,1,0,0,1,0,Medium,1
